Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
7500.0,2008-08-26,Refinance,727.0,43%,958xx,CA,2 years,0.0
10000.0,2008-02-26,other,630.0,4.83%,489xx,MI,10+ years,0.0
10000.0,2008-11-04,Debt consolidation,677.0,31.04%,125xx,NY,10+ years,0.0
5000.0,2008-02-06,New job relocation!,688.0,0.49%,157xx,PA,4 years,0.0
5000.0,2008-12-11,personal loan,497.0,12.94%,165xx,PA,10+ years,0.0
25000.0,2008-10-29,off season working capital,660.0,0.54%,975xx,OR,3 years,0.0
25000.0,2008-04-07,misc. debts,551.0,0%,018xx,MA,8 years,0.0
8000.0,2008-11-13,Repay Prosper Loan at lower rate,656.0,13.66%,801xx,CO,5 years,0.0
10500.0,2009-05-10, ,796.0,28.68%,195xx,PA,10+ years,0.0
15000.0,2009-04-27,Moving expenses and Car Repairs,498.0,55.3%,346xx,FL,< 1 year,0.0
18000.0,2009-03-20,Day Trading Loan,726.0,8.71%,209xx,MD,1 year,0.0
3500.0,2007-12-02,kmoregon,586.0,9.98%,274xx,NC,1 year,0.0
8000.0,2009-05-07,Short term bridge loan,649.0,12.04%,891xx,NV,6 years,0.0
5000.0,2008-12-28,Personal,495.0,19.5%,945xx,CA,1 year,0.0
5000.0,2009-02-20,Wedding,558.0,9.17%,913xx,CA,2 years,0.0
15000.0,2009-01-05, ,707.0,3.32%,913xx,CA,< 1 year,0.0
2700.0,2008-11-13,Tenured teacher dabbles in P2P CC loan,687.0,26.85%,631xx,MO,5 years,0.0
5000.0,2008-01-11,overunder21,0.0,0%,985xx,WA,1 year,0.0
7000.0,2009-05-05, ,682.0,4.08%,082xx,NJ,5 years,0.0
6000.0,2009-04-04,Youthful Credit Card Debt,624.0,515%,301xx,GA,1 year,0.0
17500.0,2008-11-25,Payoff auto loan,656.0,31.98%,921xx,CA,4 years,0.0
25000.0,2008-01-15,OSCARBEAR05,590.0,50.88%,486xx,MI,10+ years,0.0
25000.0,2009-03-17,Credit  cards  loans  combination,741.0,13.87%,920xx,CA,< 1 year,0.0
10000.0,2008-12-28,Loan for newly single mom,615.0,0%,934xx,CA,10+ years,0.0
7500.0,2009-05-09,medical and school tuition,680.0,42.04%,746xx,OK,5 years,0.0
1500.0,2009-04-06,loan for 1500 to 2500,512.0,0%,945xx,CA,< 1 year,0.0
1500.0,2009-01-01, ,716.0,5.88%,906xx,CA,3 years,0.0
5000.0,2009-04-18,study abroad,711.0,22.8%,020xx,MA,< 1 year,0.0
7275.0,2009-01-22,David's Debt Consolidation Loan,625.0,11.78%,191xx,PA,2 years,0.0
5000.0,2009-05-18,Start-Up Capital / Home Renovation,671.0,37.06%,782xx,TX,3 years,0.0
10000.0,2008-12-01,Investment in new tech business,651.0,29.65%,986xx,WA,2 years,0.0
19500.0,2009-03-17,Fresh Start,528.0,19.68%,465xx,IL,10+ years,0.0
1500.0,2009-01-23,School Help,594.0,12.6%,809xx,CO,4 years,0.0
1500.0,2008-03-24,re-payment,511.0,2.5%,722xx,AR,< 1 year,0.0
16000.0,2008-12-30,Payoff High Int Rate Credit Card Balance,675.0,16.47%,941xx,CA,1 year,0.0
5000.0,2008-11-06, ,636.0,18.03%,190xx,PA,< 1 year,0.0
5000.0,2009-02-11,I need to pay my rent and other bills,471.0,10.73%,800xx,CO,2 years,0.0
10000.0,2008-12-16,Patton Apparel Designs,429.0,3.77%,928xx,CA,4 years,0.0
7500.0,2008-12-22,Personal Loan,656.0,11.7%,152xx,PA,2 years,0.0
3500.0,2008-12-17,Need to improve credit and payoff debt ,572.0,12.66%,746xx,OK,1 year,0.0
5000.0,2009-04-14,Wedding Expences,619.0,13.78%,430xx,OH,1 year,0.0
3000.0,2008-03-22,pay down credit cards,560.0,12.94%,280xx,NC,2 years,0.0
3000.0,2008-03-24,Workers comp,574.0,12.06%,600xx,IL,3 years,0.0
2000.0,2008-05-23,My Rent,617.0,6.35%,949xx,CA,< 1 year,0.0
6000.0,2007-06-12,dirtbag05,454.0,21.6%,240xx,VA,< 1 year,0.0
15000.0,2008-11-16,Honda,544.0,9.22%,300xx,GA,3 years,0.0
4000.0,2008-04-28,Wedding,763.0,36.32%,148xx,NY,6 years,0.0
10000.0,2009-04-27,Debt Consolidation loan,620.0,15.54%,558xx,MN,< 1 year,0.0
15000.0,2009-04-18,Fresh Start,648.0,330.46%,302xx,GA,1 year,0.0
2500.0,2008-11-22,auto repair,486.0,285.82%,714xx,LA,1 year,0.0
2000.0,2008-02-22,home_improvement,660.0,21.58%,152xx,PA,1 year,0.0
25000.0,2009-05-10,Return to School Loan,411.0,2.74%,154xx,PA,< 1 year,0.0
10000.0,2008-10-22,Business loan,654.0,31.25%,265xx,WV,5 years,0.0
25000.0,2008-11-20,Internet Video Product Launch,541.0,0%,017xx,MA,1 year,0.0
1000.0,2009-01-29,Cacth  up on Rent  payment,545.0,4.5%,100xx,NY,< 1 year,0.0
4000.0,2008-07-05,personal,679.0,0.92%,325xx,FL,< 1 year,0.0
6000.0,2008-07-15,Payoff final Credit Debt,534.0,3.29%,921xx,CA,2 years,0.0
25000.0,2008-10-21,"Buying a Coffee Shop,  Old Town Pasadena",764.0,27.6%,902xx,CA,2 years,0.0
7500.0,2008-08-29,Graduate school,696.0,7.08%,480xx,MI,4 years,0.0
10000.0,2008-04-05,Small Business Loan,613.0,0.87%,322xx,FL,3 years,0.0
9500.0,2008-10-17,Debt Consolidation Help,0.0,0%,221xx,VA,3 years,0.0
7500.0,2008-07-31,Paying for my mother's funeral,413.0,1.5%,150xx,PA,4 years,0.0
1500.0,2009-04-13,monthly personal loan,460.0,0%,700xx,LA,3 years,0.0
15000.0,2008-01-23,debt_consolidation,676.0,24.36%,553xx,MN,3 years,0.0
5000.0,2009-05-18,Consolidate and move,641.0,22.54%,770xx,TX,< 1 year,0.0
5000.0,2009-02-03, ,690.0,10.59%,923xx,CA,10+ years,0.0
3000.0,2007-11-02,chocolatebrownies,556.0,18.41%,921xx,CT,1 year,0.0
5500.0,2008-11-24,Major Problem -Must pay off CC by Dec 17,486.0,6.16%,217xx,MD,1 year,0.0
12500.0,2008-02-04,DunamosTNT,672.0,27.29%,330xx,FL,5 years,0.0
1500.0,2009-03-21,Car Repair,588.0,41.78%,207xx,MD,< 1 year,0.0
20000.0,2008-01-14,jimbo14,671.0,16.62%,850xx,AZ,1 year,0.0
2000.0,2009-03-25,used car,526.0,7.09%,117xx,NY,5 years,0.0
2000.0,2008-08-09,loan to pay debts,665.0,11%,917xx,CA,10+ years,0.0
4000.0,2008-01-15,debt_consolidation,638.0,12.17%,980xx,WA,2 years,0.0
16000.0,2009-03-13, ,646.0,10.71%,891xx,NV,2 years,0.0
14000.0,2007-12-26,debt_consolidation,697.0,31.63%,121xx,NY,10+ years,0.0
10000.0,2008-02-06,debt_consolidation,0.0,0%,012xx,MA,10+ years,0.0
20000.0,2008-01-07,seeking help,463.0,12.72%,067xx,CT,7 years,0.0
15000.0,2009-01-01,Consolidate Debt,490.0,46.8%,117xx,NY,7 years,0.0
3500.0,2008-12-17,Medical,518.0,36.84%,330xx,FL,< 1 year,0.0
15000.0,2009-04-12, ,624.0,25.61%,765xx,TX,3 years,0.0
22000.0,2009-04-11, ,652.0,25.79%,331xx,FL,3 years,0.0
12500.0,2009-03-09,College Girl Needs a Hand,649.0,2.82%,086xx,NJ,< 1 year,0.0
15000.0,2008-12-15,Consolidating The Last of my Debt,592.0,27.09%,932xx,CA,5 years,0.0
7500.0,2008-10-07,Baby on the way. Need to consolidate,581.0,29.88%,908xx,CA,< 1 year,0.0
13000.0,2008-01-18,mikie47,660.0,26.4%,463xx,IN,9 years,0.0
25000.0,2008-01-07,suzyg,815.0,33.6%,381xx,TN,10+ years,0.0
1000.0,2009-01-11,McLemore,515.0,0%,395xx,MS,2 years,0.0
7500.0,2008-04-13,High Interest Credit Card Debt Consolida,676.0,12.45%,010xx,MA,10+ years,0.0
1500.0,2008-06-07,Getting Back on my feet,477.0,15.6%,295xx,SC,3 years,0.0
2500.0,2008-08-21, ,756.0,15.3%,420xx,KY,< 1 year,0.0
7300.0,2008-08-10,phone system,689.0,5.09%,189xx,PA,10+ years,0.0
12500.0,2009-02-08,converting revolving debt to fixed loan,731.0,36.71%,448xx,OH,10+ years,0.0
12000.0,2009-02-25,Consolidate debt,665.0,6.87%,112xx,NY,3 years,0.0
25000.0,2008-03-14,consolidation,637.0,18.76%,430xx,OH,6 years,0.0
20000.0,2008-11-12,Personel ,577.0,30.89%,337xx,FL,4 years,0.0
3200.0,2008-10-13,I'm trying to make this the happiest...,469.0,1.76%,342xx,FL,2 years,0.0
20000.0,2008-01-13,pasha47,690.0,28.11%,325xx,FL,< 1 year,0.0
15000.0,2008-12-18,New Dad thinks ahead,525.0,21.72%,113xx,NY,5 years,0.0
2000.0,2009-04-25,Buying a Car,592.0,0%,787xx,TX,5 years,0.0
15000.0,2009-01-03, ,734.0,0.48%,731xx,OK,1 year,0.0
10000.0,2009-04-28,consolidate & repairs,559.0,10.29%,117xx,NY,4 years,0.0
5000.0,2008-09-05,personal loan,564.0,14.32%,303xx,GA,7 years,0.0
5000.0,2008-02-03,mdoc151,597.0,12.66%,190xx,PA,1 year,0.0
6000.0,2009-02-12,Debt consolidation for college student,588.0,10.12%,891xx,NV,1 year,0.0
4000.0,2008-07-24,myloan,653.0,33.38%,775xx,TX,9 years,0.0
8000.0,2009-04-09,personal loan,486.0,9.05%,082xx,NJ,1 year,0.0
15000.0,2007-10-05,Cutting up my cards,614.0,4.91%,982xx,WA,1 year,0.0
7000.0,2008-04-04,Recession Proof Investment,579.0,16.4%,219xx,MD,3 years,0.0
15000.0,2008-12-12,real estate,598.0,17.42%,951xx,CA,2 years,0.0
25000.0,2008-10-22,G & J CCP,699.0,49.48%,540xx,WI,4 years,0.0
15000.0,2009-04-29,PLZ INVEST IN ME ,485.0,0%,601xx,IL,< 1 year,0.0
10000.0,2008-01-13,RuthAnn,590.0,26.86%,980xx,WA,5 years,0.0
20000.0,2009-02-17,Kids Classes,720.0,5.99%,912xx,CA,8 years,0.0
5000.0,2008-06-18,Used vehicle,737.0,18.92%,199xx,DE,5 years,0.0
15000.0,2009-01-13, ,689.0,27.47%,228xx,VA,2 years,0.0
20000.0,2008-01-29,spanky2,614.0,28.86%,391xx,MS,< 1 year,0.0
15000.0,2009-04-05,personal loan,597.0,3.01%,449xx,OH,5 years,0.0
10000.0,2009-04-16,education,479.0,1.75%,551xx,MN,< 1 year,0.0
10000.0,2008-01-02,sw12,483.0,4.33%,067xx,CT,5 years,0.0
5000.0,2007-11-27,BRAD001,666.0,10.36%,236xx,VA,10+ years,0.0
7000.0,2008-03-21,Paying off old debt.,618.0,14.4%,310xx,GA,10+ years,0.0
1000.0,2009-01-17,To get a furnace,454.0,42.86%,263xx,WV,1 year,0.0
10000.0,2009-04-23,student loan,525.0,11.15%,952xx,CA,4 years,0.0
4800.0,2009-05-17,Refinancing Car Loan,695.0,45.96%,300xx,GA,1 year,0.0
15000.0,2009-01-11,Wood pellet business loan,583.0,17%,105xx,NY,10+ years,0.0
1000.0,2009-02-04,Single Mom Needs Help Paying for College,443.0,0%,317xx,GA,2 years,0.0
7500.0,2008-08-02,Debt Consolidation,656.0,40.09%,921xx,CA,< 1 year,0.0
10000.0,2008-07-22,Help with Credit Card Debt,614.0,28.93%,600xx,IL,5 years,0.0
25000.0,2009-05-12,zha,703.0,0.62%,112xx,NY,7 years,0.0
1500.0,2008-03-17,Home Improvement and car repair,481.0,6.43%,365xx,AL,3 years,0.0
16000.0,2008-11-15, ,651.0,13.17%,982xx,WA,7 years,0.0
17000.0,2008-01-04,debt_consolidation,691.0,39.84%,148xx,NY,4 years,0.0
5000.0,2008-08-05,Buisness Funds,697.0,4.96%,330xx,FL,8 years,0.0
6000.0,2008-12-27,Used car Financing,495.0,5.1%,532xx,WI,< 1 year,0.0
17000.0,2009-01-08, ,670.0,45.13%,217xx,MD,10+ years,0.0
10000.0,2009-04-06,soft pretzel concession trailer,686.0,2.24%,170xx,PA,10+ years,0.0
5000.0,2008-12-26,Photography business loan,530.0,4.8%,615xx,IL,10+ years,0.0
15000.0,2009-04-27, ,777.0,0%,730xx,OK,2 years,0.0
25000.0,2008-10-18,personal,647.0,17.53%,146xx,NY,10+ years,0.0
2500.0,2009-04-16,Car loan,0.0,0%,327xx,FL,< 1 year,0.0
3000.0,2008-05-02,consolidation,417.0,6.81%,330xx,FL,< 1 year,0.0
15000.0,2009-03-23, ,779.0,54.41%,026xx,MA,< 1 year,0.0
25000.0,2009-05-15,Low interest rates will expire soon,574.0,29.1%,484xx,MI,3 years,0.0
3000.0,2008-12-28,Personal Loan,687.0,2.64%,970xx,OR,2 years,0.0
25000.0,2008-02-11,EdJohn,667.0,18.7%,930xx,CA,3 years,0.0
8700.0,2009-03-11,Motorcycle loan,672.0,28.1%,809xx,CO,< 1 year,0.0
2000.0,2008-06-26,Mike's wedding,603.0,1.8%,325xx,FL,2 years,0.0
3000.0,2008-10-10,Getting Help,422.0,1.33%,995xx,AK,2 years,0.0
2500.0,2008-01-02,medmunds,460.0,10.44%,236xx,VA,6 years,0.0
1600.0,2008-06-21,Production Company.,0.0,0%,301xx,GA,< 1 year,0.0
2000.0,2008-06-04,Going home to Europe after 5 years,665.0,15.87%,945xx,CA,< 1 year,0.0
7500.0,2009-02-27, ,627.0,9.92%,481xx,MI,10+ years,0.0
5000.0,2009-04-23, ,670.0,10.6%,597xx,MT,2 years,0.0
5000.0,2009-03-15,pay off auto loan.,563.0,0.86%,362xx,AL,< 1 year,0.0
13000.0,2009-05-10,Please! Help me see my wife and kids!,616.0,7.29%,208xx,MD,< 1 year,0.0
1200.0,2009-02-12,reasons why i really need this loan,0.0,62.8%,300xx,GA,< 1 year,0.0
5500.0,2007-11-19,jherron,621.0,33.2%,368xx,AL,1 year,0.0
4000.0,2008-01-31,graduate student loan,614.0,33.69%,598xx,MT,1 year,0.0
500.0,2007-09-21,USMC Chick,473.0,26.55%,300xx,GA,2 years,0.0
20000.0,2008-02-18,major_purchase,738.0,0.91%,386xx,MS,1 year,0.0
25000.0,2009-03-31,New Kitchen and Basement Upgrades,721.0,9.62%,606xx,IL,10+ years,0.0
10000.0,2008-10-26,School loan,468.0,60.18%,973xx,OR,< 1 year,0.0
10000.0,2009-01-07, ,756.0,38.61%,395xx,MS,6 years,0.0
25000.0,2007-10-19,JuiceTrading,521.0,29.57%,750xx,TX,< 1 year,0.0
24000.0,2008-02-10,ABELREVELO,486.0,3.81%,913xx,CA,10+ years,0.0
2000.0,2008-06-28,Please help a struggling college grad,474.0,22.13%,077xx,NJ,< 1 year,0.0
8500.0,2009-02-05,Refinancing High Interest Credit Cards,669.0,23.9%,336xx,FL,2 years,0.0
21000.0,2009-04-20,Consolidate My Debt,710.0,28.26%,338xx,FL,3 years,0.0
2500.0,2008-03-11,Consolidate Debt,657.0,5.63%,303xx,GA,2 years,0.0
10000.0,2008-02-18,debt_consolidation,656.0,17.94%,544xx,WI,1 year,0.0
25000.0,2007-11-28,ziskey27,471.0,21.15%,436xx,OH,< 1 year,0.0
20000.0,2009-03-18,"Moving , purchasing a vehicle",633.0,4.44%,012xx,MA,< 1 year,0.0
5000.0,2007-11-02,tburtonjr,526.0,14.58%,402xx,KY,1 year,0.0
7500.0,2007-09-30,SecurityAnalyst,588.0,18.63%,430xx,OH,5 years,0.0
3000.0,2008-03-03,Dar,515.0,15.03%,740xx,OK,< 1 year,0.0
9000.0,2009-02-27,personal,730.0,17.89%,668xx,KS,< 1 year,0.0
3000.0,2008-06-04,Refinance HIGH interest Prosper Loan,619.0,18.57%,846xx,UT,< 1 year,0.0
5000.0,2008-11-17,Pay off all my credit cards...,595.0,2.63%,895xx,NV,< 1 year,0.0
6000.0,2009-01-27,Consolidate a high interest credit card,740.0,14.17%,553xx,MN,1 year,0.0
10000.0,2008-03-17,home_improvement,735.0,0%,190xx,PA,< 1 year,0.0
10000.0,2009-02-27,Personal Loan,0.0,0%,804xx,CO,< 1 year,0.0
3000.0,2009-04-27,We Educate Client About Credit & Debt,554.0,8.56%,481xx,MI,2 years,0.0
2500.0,2008-11-23,Help Getting Through Tough Times,678.0,15.42%,190xx,PA,1 year,0.0
5000.0,2008-12-28,personal,431.0,179%,977xx,OR,< 1 year,0.0
25000.0,2009-04-23,business,499.0,8.26%,779xx,TX,5 years,0.0
5000.0,2009-03-11,Getting ahead at 21!,686.0,24.48%,720xx,AR,5 years,0.0
1000.0,2008-06-29,"rent,light,water",0.0,0%,334xx,FL,3 years,0.0
10000.0,2008-01-13,debt_consolidation,681.0,45.88%,597xx,MT,8 years,0.0
4000.0,2007-10-20,karabryan,631.0,29.25%,435xx,OH,8 years,0.0
25000.0,2009-04-18,School Loan,614.0,68.67%,750xx,TX,5 years,0.0
6000.0,2009-02-18,Segway to cut costs,554.0,19.26%,881xx,NM,2 years,0.0
5000.0,2008-04-07,credit card problems,549.0,26.5%,114xx,NY,3 years,0.0
15000.0,2008-01-13,Anderson Help,448.0,12.83%,681xx,NE,10+ years,0.0
15000.0,2009-05-08,Credit Cards are evil,647.0,17.85%,606xx,IL,< 1 year,0.0
10000.0,2008-04-10,help me out of a bind,453.0,26.54%,542xx,WI,2 years,0.0
15000.0,2008-04-03,Help me keep it together,651.0,0%,223xx,VA,3 years,0.0
8500.0,2009-04-19,"Hello,  I'm looking to purchase a used 2007 Dodge Caliber from a local car dealership. I currently own a 1999 Pontiac Sunfire that is quickly approaching 200k miles.  I have great credit, however I have a high debt to income ratio. However, I do make it by each month, and am on time for all payments.  I have one negative rating on my credit -- for a $33 medical bill which I never received and thus never paid. I am working to have it removed.  I look forward to working with you.  Thanks.",637.0,53.06%,218xx,MD,9 years,0.0
2000.0,2008-02-18,Grad school relocation,537.0,218.38%,481xx,MI,< 1 year,0.0
25000.0,2009-03-24,Personal,517.0,25.55%,765xx,TX,< 1 year,0.0
15000.0,2009-02-13,NoteGiant.com investment,588.0,23.49%,480xx,MI,< 1 year,0.0
5000.0,2009-01-08,Student Loan - Newlywed Relocation,553.0,15.88%,923xx,CA,3 years,0.0
2500.0,2008-04-17,personal,491.0,27.89%,190xx,PA,4 years,0.0
3000.0,2007-12-25,euroallday,450.0,0.95%,600xx,IL,3 years,0.0
7500.0,2008-09-16,Home improvement project,730.0,2.11%,852xx,AZ,2 years,0.0
10000.0,2009-01-07, ,707.0,39.87%,774xx,TX,2 years,0.0
8000.0,2008-07-05, ,632.0,16.24%,121xx,NY,5 years,0.0
3000.0,2008-12-24,Pay off debt,573.0,1.43%,796xx,TX,< 1 year,0.0
25000.0,2008-10-16,Remodel Loan,648.0,24.16%,982xx,WA,< 1 year,0.0
15000.0,2009-01-09,help with start up loan,582.0,7.02%,220xx,VA,< 1 year,0.0
12500.0,2008-02-05,lpn1234,653.0,32.55%,783xx,TX,< 1 year,0.0
15000.0,2008-11-28,My first and last BIG day!!!,590.0,11.03%,207xx,MD,7 years,0.0
15000.0,2009-02-12,amyshepherd photography,538.0,33.98%,671xx,KS,< 1 year,0.0
2000.0,2009-04-25,need help w school,381.0,451.64%,530xx,WI,3 years,0.0
10540.0,2009-02-08, ,700.0,17.76%,144xx,NY,< 1 year,0.0
2800.0,2007-12-17,Sura,578.0,1.67%,921xx,CA,5 years,0.0
3000.0,2008-07-16,HD,712.0,11.79%,786xx,TX,4 years,0.0
2500.0,2008-11-10,Emergency Loan Nov2008,564.0,51.21%,805xx,CO,< 1 year,0.0
10000.0,2009-02-04,My Husband got Laid-Off,445.0,138.8%,787xx,TX,7 years,0.0
1000.0,2009-05-09,personal loan for lens,597.0,52.23%,445xx,OH,5 years,0.0
1000.0,2009-02-04,Car Repair,508.0,0%,313xx,GA,1 year,0.0
3500.0,2007-09-26,MakingaPositiveChange,542.0,28.07%,175xx,MD,1 year,0.0
10000.0,2009-03-31, ,662.0,10.03%,981xx,WA,6 years,0.0
12000.0,2008-03-10,other,702.0,0.36%,570xx,SD,< 1 year,0.0
2000.0,2009-04-23,A little help,455.0,0%,982xx,WA,4 years,0.0
1500.0,2007-06-30,suprstrmandie,0.0,14.4%,662xx,KS,2 years,0.0
5000.0,2008-09-20,Private car purchase,549.0,3.86%,133xx,NY,1 year,0.0
4000.0,2008-10-19, ,0.0,0.88%,891xx,NV,< 1 year,0.0
15450.0,2008-02-12,I am eliminating my debt,690.0,23.24%,381xx,TN,4 years,0.0
3500.0,2009-02-03, ,698.0,25.68%,928xx,CA,10+ years,0.0
10000.0,2007-10-27,mcgtrans,503.0,0%,701xx,LA,1 year,0.0
2500.0,2008-07-17,need money for school,0.0,5.14%,548xx,WI,< 1 year,0.0
15000.0,2008-03-19,Planning to be debt free in five years,658.0,6.65%,374xx,TN,10+ years,0.0
1000.0,2008-12-07,Paying Off CRedit Cards,517.0,16.77%,950xx,CA,10+ years,0.0
5000.0,2007-12-29,TheAvid1,435.0,18.51%,787xx,TX,< 1 year,0.0
7500.0,2008-08-21,Home Project ,678.0,17.19%,911xx,CA,< 1 year,0.0
4500.0,2008-10-15, ,538.0,16.82%,191xx,PA,2 years,0.0
7000.0,2008-04-23,Graduate student trying to make it,564.0,22.67%,913xx,CA,2 years,0.0
16000.0,2008-11-26,Auto Loan,569.0,5.61%,923xx,CA,2 years,0.0
10000.0,2009-03-07, ,774.0,0.51%,132xx,NY,3 years,0.0
3000.0,2008-03-25,Car woes,620.0,20.37%,282xx,NC,< 1 year,0.0
19500.0,2008-04-07,Debt Help,586.0,6.96%,799xx,TX,< 1 year,0.0
20000.0,2008-03-11,Health Problems,422.0,34.48%,238xx,VA,< 1 year,0.0
3000.0,2008-01-30,soylentgreen,562.0,3.77%,234xx,VA,< 1 year,0.0
6000.0,2008-09-11,Landscaping for new home.,738.0,0.78%,450xx,OH,1 year,0.0
7000.0,2008-12-19, ,658.0,31.13%,553xx,MN,4 years,0.0
2650.0,2008-01-03,greenpoint,709.0,31.56%,293xx,SC,3 years,0.0
4000.0,2008-10-06,baby expenses,622.0,0.22%,207xx,MD,< 1 year,0.0
2500.0,2009-04-14,Looking to consolidate Debt,482.0,13.13%,342xx,FL,3 years,0.0
25000.0,2008-11-12,Help Me Pay Down Credit Cards,643.0,28.01%,483xx,MI,10+ years,0.0
2500.0,2008-11-19,Consolidate Debt,668.0,17.6%,208xx,MD,2 years,0.0
9000.0,2009-04-10,Adoption expenses,516.0,0%,982xx,WA,8 years,0.0
14500.0,2009-03-04,Please Help us consolidate our Debt....,657.0,16.88%,445xx,OH,6 years,0.0
10000.0,2009-05-05, ,644.0,19.5%,344xx,FL,< 1 year,0.0
3000.0,2007-08-23,Need to payoff high interest payday loan,542.0,0.85%,891xx,NV,2 years,0.0
5000.0,2008-04-05,This loan will be payed off in 6 months ,465.0,1.16%,986xx,WA,10+ years,0.0
7500.0,2008-10-02,Consolidate debt ,581.0,60.08%,083xx,NJ,9 years,0.0
6000.0,2008-07-28,college,464.0,10.58%,725xx,AR,< 1 year,0.0
3000.0,2009-03-12,Moving from TX to DE,696.0,7.26%,750xx,TX,3 years,0.0
15000.0,2009-04-28,Investing in my future,592.0,0%,445xx,OH,< 1 year,0.0
25000.0,2009-03-17,Everything,694.0,41.65%,802xx,CO,3 years,0.0
4000.0,2008-12-14,2008 Credit Cards payoff,713.0,47.8%,024xx,MA,10+ years,0.0
7500.0,2009-04-20, ,707.0,1.02%,554xx,MN,4 years,0.0
3600.0,2009-04-28,0% rate on credit card going bye-bye,734.0,4.88%,920xx,CA,10+ years,0.0
10000.0,2009-01-25,Property improvements,702.0,33.09%,232xx,VA,6 years,0.0
15000.0,2007-12-06,rbennett,578.0,14.43%,112xx,NY,3 years,0.0
6000.0,2009-02-17,Car Crash - and other,747.0,1.47%,207xx,MD,3 years,0.0
8000.0,2009-04-02,Coast Guard Contract,685.0,10.7%,225xx,VA,10+ years,0.0
25000.0,2008-12-01,Short Sale,699.0,30.96%,346xx,FL,3 years,0.0
3000.0,2008-08-08,Wedding,688.0,0.69%,112xx,NY,4 years,0.0
23000.0,2007-12-07,mnordin,694.0,17.5%,995xx,AK,1 year,0.0
22000.0,2007-07-01,john123,595.0,17.11%,112xx,NY,1 year,0.0
5000.0,2009-05-01,pay for wedding,531.0,1.71%,809xx,CO,5 years,0.0
13000.0,2007-06-25,terbehr,583.0,45.78%,843xx,UT,10+ years,0.0
1500.0,2009-01-06,Trying to  get back on my feet ,465.0,10.42%,972xx,OR,< 1 year,0.0
1000.0,2009-02-16,to pay the debt,615.0,16.95%,945xx,CA,6 years,0.0
12000.0,2009-04-29, ,694.0,5.11%,170xx,PA,6 years,0.0
5000.0,2008-03-17,For a individual trying to get on track,0.0,0%,155xx,PA,1 year,0.0
15000.0,2008-03-05,other,633.0,1.41%,604xx,IL,10+ years,0.0
19000.0,2008-12-28, ,695.0,25.33%,156xx,PA,2 years,0.0
2000.0,2008-09-17,Single Mom paying off high interest loan,520.0,17.46%,980xx,WA,3 years,0.0
3000.0,2008-11-16,PERSONAL,522.0,22.1%,953xx,CA,1 year,0.0
2000.0,2008-10-03,Finally going for my dream,612.0,0%,984xx,WA,< 1 year,0.0
7500.0,2008-05-15,Student Loan,0.0,0%,801xx,CO,5 years,0.0
1200.0,2007-06-30,twinsno1,586.0,3.63%,100xx,NY,< 1 year,0.0
5000.0,2009-04-14,Divorce did in this Dad.......,463.0,32.82%,992xx,WA,< 1 year,0.0
25000.0,2008-03-24,PURCASE RENTAL PROPERTY,699.0,5.73%,460xx,IN,4 years,0.0
17000.0,2008-11-08,debt consolidation,687.0,43.54%,178xx,PA,< 1 year,0.0
7500.0,2009-01-28,Wheels 4 U Loan,463.0,0%,620xx,IL,< 1 year,0.0
10000.0,2007-12-17,"I would like a $10,000 loan with @ 13% intrest over 60 monthes.",697.0,23.17%,330xx,FL,5 years,0.0
6000.0,2009-05-15,Going back to school for nursing,650.0,16.54%,080xx,NJ,6 years,0.0
15000.0,2009-01-05,Virginia School of the Arts,496.0,7.13%,974xx,OR,9 years,0.0
7500.0,2008-11-23,payoof some old bills ,647.0,12%,233xx,VA,10+ years,0.0
20000.0,2008-01-23,josephlloydzacker,0.0,0%,184xx,PA,< 1 year,0.0
10000.0,2008-12-05,Nursing Student - Mother of 3,494.0,1.4%,986xx,WA,< 1 year,0.0
5000.0,2009-04-06,Debt and taxes,663.0,38.59%,749xx,OK,8 years,0.0
15000.0,2008-11-28,Engagement Ring Purchase,672.0,8.42%,089xx,NJ,1 year,0.0
1825.0,2008-04-20,Covering Moving expences,565.0,34.63%,488xx,MI,1 year,0.0
7500.0,2008-07-24,start-up,562.0,1.92%,410xx,KY,2 years,0.0
20000.0,2007-11-15,hYDSYS,672.0,14.46%,871xx,NM,10+ years,0.0
20000.0,2008-01-31,debt_consolidation,659.0,20.83%,490xx,MI,6 years,0.0
8000.0,2009-03-09, ,655.0,18.66%,182xx,PA,5 years,0.0
10000.0,2008-11-01, ,677.0,25.6%,137xx,NY,< 1 year,0.0
2000.0,2008-06-23,Other,650.0,1.14%,073xx,NJ,10+ years,0.0
3000.0,2009-05-03,Car financing ,653.0,20.52%,554xx,MN,< 1 year,0.0
14000.0,2008-03-03,other,640.0,3.44%,535xx,WI,10+ years,0.0
1000.0,2009-03-22,Debt with Spouse,563.0,580.42%,444xx,OH,1 year,0.0
8000.0,2008-05-05, ,717.0,5.6%,070xx,NJ,< 1 year,0.0
5000.0,2008-04-18,Wedding Expenses,491.0,6.36%,770xx,TX,1 year,0.0
6000.0,2009-04-16,education,510.0,0%,303xx,GA,1 year,0.0
10000.0,2008-11-18,Home Sale Closing,720.0,19.6%,301xx,GA,10+ years,0.0
3000.0,2008-02-09,Tired,481.0,11.11%,855xx,AZ,1 year,0.0
